text,retweet_count,favorite_count,clean_tweet,Hash words,scores,compound,comp_score
Whole muslim world follow these protocols except this unfortunate region of south asian countries. So never ever ha… https://t.co/GkwRHZeBxC,0,1,whole muslim world follow protocol except unfortun region south asian countries. so never ever ha...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
American actor Jussie Smollett guilty of false hate crime charges | News | DW https://t.co/xQ6ORoJNFH,0,0,american actor jussi smollett guilti fals hate crime charg | new | dw,No hashtags,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Jussie Smollett Found Guilty Of Staging Fake Hate Crime &amp; Lying To Police! – Perez Hilton https://t.co/U38f5rwFif,0,0,jussi smollett found guilti of stage fake hate crime &amp; ly to police! - perez hilton,No hashtags,"{'neg': 0.42, 'neu': 0.437, 'pos': 0.143, 'compound': -0.7901}",-0.7901,neg
Jussie Smollett Found Guilty Of Staging Fake Hate Crime &amp; Lying To Police! – Perez Hilton https://t.co/W9j6beFMYy,0,0,jussi smollett found guilti of stage fake hate crime &amp; ly to police! - perez hilton,No hashtags,"{'neg': 0.42, 'neu': 0.437, 'pos': 0.143, 'compound': -0.7901}",-0.7901,neg
US actor found guilty in staged racist hate crime case https://t.co/qZYSVIcd8r https://t.co/xrXZJ1KPJx,1,3,us actor found guilti stage racist hate crime case,No hashtags,"{'neg': 0.651, 'neu': 0.349, 'pos': 0.0, 'compound': -0.9042}",-0.9042,neg
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/yXG4cFwALM,5,11,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Actor Jussie Smollett found guilty of staging fake hate crime
https://t.co/9dvFoi9n0J",3,12,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Jimmy Kimmel Mocks Fox News For Spinning Christmas Tree Fire Into A ‘Hate Crime’ https://t.co/VYbtZ1Ehnk,0,0,jimmi kimmel mock fox new for spin christma tree fire into a 'hate crime',No hashtags,"{'neg': 0.579, 'neu': 0.421, 'pos': 0.0, 'compound': -0.9081}",-0.9081,neg
Actor Jussie Smollett found guilty of staging fake hate crime - https://t.co/qhQOm5Hb7s,1,4,actor jussi smollett found guilti stage fake hate crime -,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
American actor Jussie Smollett convicted of organizing hate crime against himself https://t.co/OeHTjhvKTG,0,1,american actor jussi smollett convict organ hate crime,No hashtags,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"'Empire' actor Jussie Smollett staged fake hate crime to gain sympathy and boost career, found guilty of lying to p… https://t.co/VZbe8sEZqn",0,1,"'empire' actor jussi smollett stage fake hate crime gain sympathi boost career, found guilti lie p...",No hashtags,"{'neg': 0.376, 'neu': 0.401, 'pos': 0.223, 'compound': -0.6369}",-0.6369,neg
U.S Star Actor Jussie Smollett Convicted Of Staging A Hoax Hate Crime Against Himself And Falsely Reporting It To C… https://t.co/P93omb0aWO,1,2,u. star actor jussi smollett convict of stage a hoax hate crime against himself and fals report it to c...,No hashtags,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
"USA: ‘Empire’ actor Jussie Smollett staged fake ‘hate crime’ to gain sympathy and boost career, found guilty of lyi… https://t.co/k7GWrJOvWs",69,206,"usa: 'empire' actor jussi smollett stage fake 'hate crime' gain sympathi boost career, found guilti lyi...",No hashtags,"{'neg': 0.376, 'neu': 0.401, 'pos': 0.223, 'compound': -0.6369}",-0.6369,neg
"The lame stream media gets everything wrong again. Take the Smollett fake hate crime trial for instance, guilty on… https://t.co/Nn7TZrzO0H",1,4,"the lame stream medium get everyth wrong again. take smollett fake hate crime trial instance, guilti on...",No hashtags,"{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.9451}",-0.9451,neg
"#JussieSmollett Found Guilty of Lying About Hate Crime Attack to the Police

#JUSSIEGUILTY
#JussieSmollettTrial

https://t.co/WE7a4L6BXg",0,0,#jussiesmollett found guilti ly about hate crime attack polic #jussieguilti #jussiesmolletttri,#JussieSmollett #JUSSIEGUILTY #JussieSmollettTrial,"{'neg': 0.493, 'neu': 0.335, 'pos': 0.172, 'compound': -0.7717}",-0.7717,neg
Jussie Smollett Found Guilty Of Falsely Reporting Hate Crime https://t.co/mp5oHpsxGg,0,0,jussi smollett found guilti of fals report hate crime,No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"Actor #JussieSmollett, one-time star of the TV drama #Empire, was found guilty of staging a hate crime against hims… https://t.co/ikTRNFdO4y",1,19,"actor #jussiesmollett, one-tim star tv drama #empire, found guilti stage hate crime hims...","#JussieSmollett, #Empire,","{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
https://t.co/IEWxGRtktv (LV.14) Jimmy Kimmel Mocks Fox News For Spinning Christmas Tree Fire Into A 'Hate Crime' |… https://t.co/MgFoCe1w9Y,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Empire star Jussie Smollett convicted of lying about hate crime attack https://t.co/GMUYlEYOeh,0,2,empir star jussi smollett convict lie hate crime attack,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Empire star Jussie Smollett convicted of lying about hate crime attack https://t.co/y2UE5dOcQC,0,1,empir star jussi smollett convict lie hate crime attack,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Jussie Smollett found guilty in racist hate crime case https://t.co/AIQlq05TBA,0,0,jussi smollett found guilti racist hate crime case,No hashtags,"{'neg': 0.691, 'neu': 0.309, 'pos': 0.0, 'compound': -0.9042}",-0.9042,neg
"俳優のジャシー・スモレット
ヘイトクライムを自作自演した罪で有罪判決
Jussie Smollett found guilty of faking hate crime against himself https://t.co/uqp4KqKsup",0,2,pai you noziyashisumoretsuto heitokuraimuwozi zuo zi yan shitazui deyou zui pan jue jussi smollett found guilti fake hate crime,No hashtags,"{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
I just don’t get why would want to fake a hate crime when there’s so much hate already out in the fucking world like ?????,0,0,i get would want fake hate crime there' much hate alreadi fuck world like ?????,No hashtags,"{'neg': 0.631, 'neu': 0.239, 'pos': 0.13, 'compound': -0.949}",-0.949,neg
@asymmetricinfo I can't agree with this take. A tough line should be taken on this kind of thing in order to deter… https://t.co/NePXjnpbYo,1,8,i can't agre take. a tough line taken kind thing order deter...,No hashtags,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.5817}",0.5817,pos
"Smollett, who is Black and gay, maintained throughout the nearly three-year legal battle that he was attacked in do… https://t.co/X4AIP4525Q",0,2,"smollett, black gay, maintain throughout nearli three-year legal battl attack do...",No hashtags,"{'neg': 0.228, 'neu': 0.662, 'pos': 0.11, 'compound': -0.3818}",-0.3818,neg
"Jussie Smollett Found Guilty in Hoax Hate Crime https://t.co/hNKrfr1qo7 via @TMZ 

What a Piece of shit. I fucking… https://t.co/bDIRpTDM6z",0,0,jussi smollett found guilti hoax hate crime,No hashtags,"{'neg': 0.699, 'neu': 0.301, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
"アメリカのイリノイ州クック郡裁判所、俳優ジャシー・スモレット氏に、黒人差別と同性愛差別によるヘイトクライムを自作自演したと認定し、警察に嘘の証言をしたなど6件の起訴状のうち5件について有罪判決を出した模様。量刑は来年1月頃出るらしい
https://t.co/Zz6ZUXM7qT",1,2,"amerikanoirinoizh kutsukujun cai pan suo , pai you ziyashisumoretsutoshi ni, hei ren chai bie totong xing ai chai bie niyoruheitokuraimuwozi zuo zi yan shitatoren ding shi, jing cha nixu nozheng yan woshitanado6jian noqi su zhuang nouchi5jian nitsuitey zui pan jue wochu shitamo yang . liang xing halai nian 1yue qing chu rurashii",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Actor Jussie Smollett convicted of faking hate crime | people https://t.co/ezqO2N8inA,0,0,actor jussi smollett convict fake hate crime | peopl,No hashtags,"{'neg': 0.673, 'neu': 0.327, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"@michaellevine2 @GeorgeTakei If you push a liar’s story, you might be abetting a hate crime.",0,0,"if push liar' story, might abet hate crime.",No hashtags,"{'neg': 0.677, 'neu': 0.323, 'pos': 0.0, 'compound': -0.8885}",-0.8885,neg
@whetherhead5 BS? Ok what about that Nascar noose dude? What about the young woman which claimed to be doused with… https://t.co/9VRaGRUaRy,0,0,bs? ok nascar noos dude? what young woman claim dous with...,No hashtags,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3736}",0.3736,pos
"@BrendaGremli @GeorgeTakei @antitrumpresist 100% a hate crime, Brenda says. Of course Brenda was duped because she… https://t.co/JDil2w0zfH",0,0,"100% hate crime, brenda says. of cours brenda dupe she...",No hashtags,"{'neg': 0.581, 'neu': 0.419, 'pos': 0.0, 'compound': -0.8658}",-0.8658,neg
"Actor Jussie Smollett, one-time star of the TV drama ""Empire,"" was found guilty of staging a hate crime against him… https://t.co/pnSLTW1oqa",1,0,"actor jussi smollett, one-tim star tv drama ""empire,"" found guilti stage hate crime him...",No hashtags,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Jussie Smollett Found Guilty In Staged Hate Crime Case https://t.co/Y37VB0KAba,0,0,jussi smollett found guilti in stage hate crime case,No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"Police eventually concluded he had orchestrated the whole thing, based on examination of closed circuit television… https://t.co/DVXC2Klp58",0,0,"polic eventu conclud orchestr whole thing, base examin close circuit television...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"Police eventually concluded he had orchestrated the whole thing, based on examination of closed circuit television… https://t.co/pUmYSb1YRJ",0,0,"polic eventu conclud orchestr whole thing, base examin close circuit television...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"Not his guilty verdict,but his attempt to create a false hate crime might make it harder. Except for the fact that… https://t.co/fWNuoqQXuN",0,0,"not guilti verdict,but attempt creat fals hate crime might make harder. except fact that...",No hashtags,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"#JussieSmollett faces up to three years in prison, but could instead be sentenced to probation and community servic… https://t.co/0iobtkY9rZ",0,0,"#jussiesmollett face three year prison, could instead sentenc probat commun servic...",#JussieSmollett,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
https://t.co/yQ3fQfWU8Z (LV.9) Jussie Smollett Found Guilty of Reporting a Fake Hate Crime - The New York Times https://t.co/UuNOWOSzTo,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
a Media Chronicle of a Hate Crime Hoax https://t.co/a1P1mv1NRH,0,0,media chronicl hate crime hoax,No hashtags,"{'neg': 0.823, 'neu': 0.177, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
"#JussieSmollett faces up to three years in prison, but could instead be sentenced to probation and community servic… https://t.co/pXTONLk7Zy",1,9,"#jussiesmollett face three year prison, could instead sentenc probat commun servic...",#JussieSmollett,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
"Jussie Smollett, Empire actor found guilty of faking hate crime, lying to Chicago Police https://t.co/JMWQfQNLV6",3,23,"jussi smollett, empir actor found guilti fake hate crime, lie chicago polic",No hashtags,"{'neg': 0.534, 'neu': 0.466, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Actor Jussie Smollett, the one-time star of the TV drama “Empire,” was found guilty on Thursday of staging a hate c… https://t.co/9Dm77UUE2Z",0,0,"actor jussi smollett, one-tim star tv drama ""empire,"" found guilti thursday stage hate c...",No hashtags,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
Actor Jussie Smollett was found guilty of staging a hate crime against himself in what prosecutors said was a bid t… https://t.co/r9P9Ybf4ye,1,5,actor jussi smollett found guilti stage hate crime prosecutor said bid t...,No hashtags,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Jussie Smollett Found Guilty Of Falsely Reporting Hate Crime https://t.co/f0i0uVbMK6,0,0,jussi smollett found guilti of fals report hate crime,No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Actor Jussie Smollett found guilty of falsely reporting a hate crime against him in 2019 https://t.co/Sdko1GfiyZ,0,0,actor jussi smollett found guilti fals report hate crime 2019,No hashtags,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Hate crime hoaxes make it harder for victims of hate crimes. Place the blame where it belongs https://t.co/gVlJfyMhs8,1,2,hate crime hoax make harder victim hate crimes. place blame belong,No hashtags,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.9477}",-0.9477,neg
#IEWorld | Actor #JussieSmollett was found guilty of staging a hate crime against himself in what prosecutors said… https://t.co/plwtwvzEwc,2,7,#ieworld | actor #jussiesmollett found guilti stage hate crime prosecutor said...,#IEWorld #JussieSmollett,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/5E8Sq7V1Kp,39,279,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/mdE6tyQu2P,0,0,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Fake Victimhood Elevated As Performative Art - U.S Star Actor Jussie Smollett Convicted Of Staging A Hoax Hate Crim… https://t.co/YxZuIqLkeg,27,56,fake victimhood elev as perform art - u. star actor jussi smollett convict of stage a hoax hate crim...,No hashtags,"{'neg': 0.478, 'neu': 0.522, 'pos': 0.0, 'compound': -0.8979}",-0.8979,neg
"@YNB @NPWF @staceyabrams @emilyslist You fell for two hate crime fakes.

Gotta figure in the history of twitter, th… https://t.co/H1Lpsgay9h",0,1,"you fell two hate crime fakes. gotta figur histori twitter, th...",No hashtags,"{'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.875}",-0.875,neg
#World : American actor Jussie Smollett convicted of organizing hate crime against himself By Newsroom… https://t.co/Xbj3M1GFIK,0,0,#world : american actor jussi smollett convict organ hate crime by newsroom...,#World,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
U.S Star Actor Jussie Smollett Convicted Of Staging A Hoax Hate Crime Against Himself And Falsely Reporting It To C… https://t.co/jMsaMcXi5V,13,43,u. star actor jussi smollett convict of stage a hoax hate crime against himself and fals report it to c...,No hashtags,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
Jussie Smollett Found Guilty in Hate Crime Hoax Trial https://t.co/rQecKWUqSH,0,0,jussi smollett found guilti hate crime hoax trial,No hashtags,"{'neg': 0.65, 'neu': 0.35, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
Jussie Smollett Found Guilty Of Staging Fake Hate Crime &amp; Lying To Police! – Perez Hilton https://t.co/H0FFPBR6Rj,0,1,jussi smollett found guilti of stage fake hate crime &amp; ly to police! - perez hilton,No hashtags,"{'neg': 0.42, 'neu': 0.437, 'pos': 0.143, 'compound': -0.7901}",-0.7901,neg
Leyendo la noticia del tipo que pago para que le atacaran y así decir que fue un hate crime pa cobrar más en la serie 🤯🤯,0,0,leyendo la noticia del tipo que pago para que le atacaran asi decir que fue un hate crime pa cobrar ma en la seri,No hashtags,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/MJR5zDWDIA,0,1,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Jussie Smollett Found Guilty of Reporting a Fake Hate Crime https://t.co/kaECKiShBn,0,0,jussi smollett found guilti report fake hate crime,No hashtags,"{'neg': 0.673, 'neu': 0.327, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
@amjoyshow how gutless can you be with no mention of that hate crime hoaxer Jussie Smollett 😂,0,1,gutless mention hate crime hoaxer jussi smollett,No hashtags,"{'neg': 0.59, 'neu': 0.41, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
US Actor Found Guilty Of Staging Hate Crime Hoax – Reports – UrduPoint – [All Pakistan Latest News] https://t.co/2TIaT0StMb,0,0,us actor found guilti of stage hate crime hoax - report - urdupoint - [all pakistan latest news],No hashtags,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
https://t.co/zTuDcQ1Yk5 (LV.9) Jussie Smollett found guilty of lying to police in hate crime hoax - CNN https://t.co/oBGwxLaCTf,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"Jussie Smollett found guilty of faking hate crime, lying to police https://t.co/V6jpQFIzH4",0,0,"jussi smollett found guilti fake hate crime, lie polic",No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Jussie Smollett convicted of staging hate crime, lying to cops

https://t.co/QFZcCbsZw0",0,0,"jussi smollett convict stage hate crime, lie cop",No hashtags,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"“Thursday 9 December 2021 disgraced actor Jussie Smollett
was found guilty on
5 counts of felony disorderly conduct… https://t.co/cUUJkkQxHj",1,2,"""thursday 9 decemb 2021 disgrac actor jussi smollett found guilti 5 count feloni disorderli conduct...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"Disgraced actor Jussie Smollett, 39,
has been found guilty of:
• faking hate crime attack;
• staging a racist and h… https://t.co/75uyIgvntC",0,0,"disgrac actor jussi smollett, 39, found guilti of: * fake hate crime attack; * stage racist h...",No hashtags,"{'neg': 0.635, 'neu': 0.365, 'pos': 0.0, 'compound': -0.9545}",-0.9545,neg
A #US jury found #American actor Jussie Smollett guilty of charges related to staging and falsely reporting a hate… https://t.co/JYxyYMuJrF,1,0,a #u juri found #american actor jussi smollett guilti charg relat stage fals report hate...,#US #American,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/CazmKDsmaE https://t.co/4BZXpB51UX,0,0,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Former ‘Empire’ actor Jussie Smollett found guilty on five counts of faking hate crime, lying to Chicago police https://t.co/tk6x0i75bx",0,0,"former 'empire' actor jussi smollett found guilti five count fake hate crime, lie chicago polic",No hashtags,"{'neg': 0.462, 'neu': 0.538, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Jussie Smollett found guilty of lying to police in hate crime hoax https://t.co/PKDNHj55FI,0,0,jussi smollett found guilti lie polic hate crime hoax,No hashtags,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
Actor Jussie Smollett convicted of falsely reporting hate crime against him in 2019 https://t.co/ZjJWmN1E5B,0,0,actor jussi smollett convict fals report hate crime 2019,No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"@MSNBC @ZachStafford ... What? No, Jussie Smollett faking a hate crime made it even harder for victims of hate crim… https://t.co/pmRyX4h5y4",0,5,"... what? no, jussi smollett fake hate crime made even harder victim hate crim...",No hashtags,"{'neg': 0.696, 'neu': 0.304, 'pos': 0.0, 'compound': -0.9538}",-0.9538,neg
Jussie Smollett found guilty of faking hate crime against himself | Jussie Smollett https://t.co/i2RpBs4shO,0,0,jussi smollett found guilti fake hate crime | jussi smollett,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"""Jussie Smollett is found guilty of filing a false police report in a fake hate crime case."" by BY JULIA JACOBS AND… https://t.co/OHWxbM98Sn",0,0,"""jussi smollett found guilti file fals polic report fake hate crime case."" by julia jacob and...",No hashtags,"{'neg': 0.442, 'neu': 0.558, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/3yTAhuVibp,1,1,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Jussie Smollett found guilty of falsely reporting a hate crime

Class 4 felony punishable by up to three years in p… https://t.co/d4j7w8tuRg",0,0,jussi smollett found guilti fals report hate crime class 4 feloni punish three year p...,No hashtags,"{'neg': 0.491, 'neu': 0.509, 'pos': 0.0, 'compound': -0.891}",-0.891,neg
Disgraced actor Jussie Smollett found guilty of faking hate crime attack https://t.co/iCMTqQhCgu via @YouTube,0,0,disgrac actor jussi smollett found guilti fake hate crime attack,No hashtags,"{'neg': 0.691, 'neu': 0.309, 'pos': 0.0, 'compound': -0.9246}",-0.9246,neg
"Jussie Smollett Has Been Found Guilty Of Falsely Reporting He Was The Victim Of A Hate Crime

https://t.co/VjWlgDMJMY",0,0,jussi smollett ha been found guilti of fals report he wa the victim of a hate crime,No hashtags,"{'neg': 0.392, 'neu': 0.506, 'pos': 0.101, 'compound': -0.7845}",-0.7845,neg
"Actor Jussie Smollett found guilty of staging fake hate crime

https://t.co/EbQ6vd9MBn",0,0,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Jussie Smollett convicted of orchestrating and reporting a phony hate crime on himself

https://t.co/SkMO4dO9r3",0,0,jussi smollett convict orchestr report phoni hate crime,No hashtags,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Actor Jussie Smollett Found Guilty Of Staging Fake Hate Crime https://t.co/TgmlrTab9E,0,0,actor jussi smollett found guilti of stage fake hate crime,No hashtags,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Empire actor Jussie Smollett found guilty of hate crime hoax https://t.co/yrlET30plr https://t.co/8qO6q56aOv,0,0,empir actor jussi smollett found guilti hate crime hoax,No hashtags,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
Actor Jussie Smollett Found Guilty Of Staging Fake Hate Crime https://t.co/AzxObDbzh0,0,0,actor jussi smollett found guilti of stage fake hate crime,No hashtags,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Jussie Smollett found guilty of faking hate crime against himself | Jussie Smollett https://t.co/w4xFHc7w6U,0,0,jussi smollett found guilti fake hate crime | jussi smollett,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Jussie Smollett found guilty of faking hate crime against himself | Jussie Smollett https://t.co/0oKbnfH4oy,0,0,jussi smollett found guilti fake hate crime | jussi smollett,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
JUST IN: Actor Jussie Smollett has been found guilty on five of six felony counts of disorderly conduct for making… https://t.co/97NWq2t9dc,3,6,just in: actor jussi smollett found guilti five six feloni count disorderli conduct making...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
&gt;A jury has found Empire actor Jussie Smollett guilty on five counts of felony disorderly conduct for making a fals… https://t.co/ygG3RZ2kKB,1,6,&gt;a juri found empir actor jussi smollett guilti five count feloni disorderli conduct make fals...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Jury finds actor #JuicySmollyay #guilty on five counts of felony disorderly conduct for making a false police repor… https://t.co/e5ERKDhLcr,0,1,juri find actor #juicysmollyay #guilti five count feloni disorderli conduct make fals polic repor...,#JuicySmollyay #guilty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Jussie Smollett Found Guilty on 5 Counts Related to Staging Hate Crime https://t.co/CZE2iR10nE,0,1,jussi smollett found guilti 5 count relat stage hate crime,No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
In 2019 CNN defended the convicted fraudster @JussieSmollett in a hate crime hoax when there was ample evidence tha… https://t.co/OYRucSwFII,0,0,in 2019 cnn defend convict fraudster hate crime hoax ampl evid tha...,No hashtags,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.9153}",-0.9153,neg
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/hTMlg5dq7L,0,1,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Jussie Smollett Found Guilty on 5 Counts Related to Staging Hate Crime https://t.co/iO8jMkL8Dx,0,0,jussi smollett found guilti 5 count relat stage hate crime,No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Jussie Smollett Found Guilty For Staging Hate Crime &amp; Faces 3 Years In Prison https://t.co/9PG4RMS0Yj,0,0,jussi smollett found guilti for stage hate crime &amp; face 3 year in prison,No hashtags,"{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.8885}",-0.8885,neg
If you’re legitimately concerned about racism and the tone of modern politics then you should support taking hate c… https://t.co/MXGSKtYTui,0,1,if legitim concern racism tone modern polit support take hate c...,No hashtags,"{'neg': 0.422, 'neu': 0.432, 'pos': 0.146, 'compound': -0.7269}",-0.7269,neg
"Fox News Breaking News Alert
Jury announces verdict in Jussie Smollett’s trial on allegations of faked hate crime
D… https://t.co/m4sTFuRdoF",0,0,fox new break new alert juri announc verdict jussi smollett' trial alleg fake hate crime d...,No hashtags,"{'neg': 0.41, 'neu': 0.438, 'pos': 0.151, 'compound': -0.8176}",-0.8176,neg
US court finds “Empire” actor Jussie Smollett guilty on five of six charges for disorderly conduct over faking a ha… https://t.co/UowUtBgrY6,1,2,"us court find ""empire"" actor jussi smollett guilti five six charg disorderli conduct fake ha...",No hashtags,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg
